id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
747,"في القرن السادس عشر، كانت باراغواي، التي كانت تسمى سابقا ""المقاطعة العملاقة للهند""، ولدت نتيجة للقاء الغزاة الإسبان مع مجموعات السكان الأصليين الأصليين.","في القرن السادس عشر، نشأت باراغواي، التي كانت تُعرف سابقًا باسم ""المقاطعة العملاقة لجزر الهند"" نتيجة مواجهة بين الغزاة الإسبان ومجموعات السكان الأصليين.","في القرن السادس عشر، وُلدت باراغواي، التي كانت تُعرف سابقًا بـ ""المقاطعة العملاقة للهند""، نتيجة لالتقاء الغزاة الإسبان مع المجموعات الأصلية من السكان.",0.9112210273742676,0.890074610710144,0.9005237221717834,0.9375156164169312,0.91435706615448,0.9257915616035461
748,وبدأ الإسبان فترة الاستعمار التي دامت ثلاثة قرون.,بدأ الإسبان الحقبة الاستعماريّة التي دامت لثلاثة قرون.,بدأ الإسبان فترة الاستعمار التي استمرت لثلاثة قرون.,0.9366103410720825,0.9175394177436829,0.9269767999649048,0.9594577550888062,0.9567863345146179,0.9581201672554016
749,ومنذ تأسيس أسونسيون في عام 1537، تمكنت باراغواي من الحفاظ على الكثير من طابعها وهويتها الأصلية.,منذ تأسيس أسونسيون عام 1537، تمكنت باراغواي من الحفاظ على الكثير من طابعها الأصلي وهويته.,منذ تأسيس أسيون في عام 1537، تمكنت باراغواي من الحفاظ على الكثير من طابعها وهويتها الأصلية.,0.9647113680839539,0.9712940454483032,0.9679915308952332,0.9704585075378418,0.9825999736785889,0.9764915108680725
750,والأرجنتين معروفة جيدا بوجود واحدة من أفضل الفرق واللاعبين في العالم.,تشتهر الأرجنتين بوجود أحد أفضل فرق ولاعبي البولو في العالم.,الأرجنتين معروفة جيداً بامتلاكها واحدة من أفضل فرق اللاعبين واللاعبين في كرة البولو في العالم.,0.8254048228263855,0.837500810623169,0.8314087986946106,0.9181679487228394,0.856788158416748,0.8864167928695679
751,وتقام أكبر بطولة في العام في كانون الأول/ديسمبر في حقول البولو في لاس كانيتياس.,تقام أكبر مسابقات العام في ديسمبر، على ملاعب بولو في لاس كانيتاس.,أكبر بطولة في العام تقام في ديسمبر في ملاعب البولو في لاس كانيتاس.,0.8460239171981812,0.8741892576217651,0.8598760366439819,0.8743656873703003,0.9113268852233887,0.8924638032913208
752,ويمكن أيضاً مشاهدة بطولات ومباريات أصغر حجماً هنا في أوقات أخرى من السنة.,بالإضافة إلى ذلك يُمكن مشاهدة البطولات والمباريات الأصغر هنا في أوقات أخرى من السنة.,يمكن أيضًا رؤية البطولات والمباريات الصغيرة هنا في أوقات أخرى من السنة.,0.8849970698356628,0.86444091796875,0.8745982050895691,0.8685190081596375,0.8987929224967957,0.8833966851234436
753,للأخبار عن المباريات وأين تشتري تذاكر لمباريات البولو، تحقق من Argentina Argentina de Pololo.,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,للحصول على أخبار حول البطولات وأماكن شراء التذاكر لمباريات البولو، تحقق من الجمعية الأرجنتينية للبولو.,0.8173355460166931,0.7861014604568481,0.8014143705368042,0.8419574499130249,0.8057369589805603,0.8234491348266602
754,والعملة الرسمية في جزر فوكلاند هي جنيه فوكلاند الذي تُحدد قيمته بما يعادل قيمة جنيه بريطاني واحد.,عملة فوكلاند الرسمية هي الجنيه الفوكلاندي (FKP) الذي يتم تحديد قيمته معادلة بـقيمة الجنيه البريطاني (GBP).,العملة الرسمية لجزر الفالكند هي جنيه الفالكند (FKP) الذي يتم تحديد قيمته بما يعادل جنيه إسترليني واحد (GBP).,0.8218607902526855,0.7933927774429321,0.8073759078979492,0.845544695854187,0.80791175365448,0.8262999653816223
755,ويمكن تبادل الأموال في المصرف الوحيد في الجزر الواقعة في ستانلي مقابل المتجر الغربي في FIC.,يمكن استبدال المال في البنك الوحيد بالجزر الذي يقع في ستانلي على الجانب الأخر من متجر FIC West.,يمكن تبادل المال في البنك الوحيد في الجزر، والذي يقع في ستانلي مقابل متجر FIC ويست.,0.8575472831726074,0.8356707096099854,0.8464676141738892,0.8861533403396606,0.8740241527557373,0.8800469636917114
756,وسيقبل الجنيه البريطاني عموما في أي مكان في الجزر، وفي بطاقات ستانلي الائتمانية ودولار الولايات المتحدة كثيرا ما يقبلان أيضا.,يتم قبول الجنيه البريطاني بشكل عام في أي مكان في الجزر وداخل بطاقات ستانلي الائتمانية ودولار الولايات المتحدة الأمريكية في كثير من الأحيان.,سوف تُقبل الجنيهات الإسترلينية بشكل عام في أي مكان في الجزر، وفي ستانلي تُقبل بطاقات الائتمان والدولارات الأمريكية أيضًا بشكل شائع.,0.8905305862426758,0.9087461233139038,0.8995461463928223,0.8253777027130127,0.8212136030197144,0.8232903480529785
757,ومن المحتمل ألا تقبل بطاقات الائتمان في الجزر البعيدة، رغم أنه يمكن أخذ العملة البريطانية والعملة الأمريكية؛ والتحقق مسبقا من المالكين لتحديد طريقة الدفع المقبولة.,في الجزر النائية هناك احتمالٌ ألا يتم قبول بطاقات الائتمان، على الرغم من أنه قد يتم قبول العملة البريطانية والعملة الأمريكية؛ تحقق مسبقًا مع المالكين لمعرفة طرق الدفع المقبولة.,في الجزر النائية، من المحتمل ألا تُقبل بطاقات الائتمان، على الرغم من أنه قد يتم قبول العملة البريطانية والأمريكية؛ تحقق مع المالكين مسبقًا لتحديد ما هي طرق الدفع المقبولة.,0.8780706524848938,0.8801282644271851,0.8790982365608215,0.896211564540863,0.8794185519218445,0.8877356648445129
758,ويكاد يكون من المستحيل تبادل عملات جزر فوكلاند خارج الجزر، وبالتالي تبادل الأموال قبل مغادرة الجزر.,إنه من المستحيل تقريباً صرف عملة فوكلاندس خارج الجزر، لذلك يجب صرف النقود قبل مغادرة الجزر.,تقريباً من المستحيل تبادل عملة جزر فوكلاند خارج الجزر، لذا يُنصح بتبديل الأموال قبل مغادرة الجزر.,0.8710876107215881,0.8730127215385437,0.87204909324646,0.8962020874023438,0.8638259768486023,0.8797162175178528
759,بما أن مونتيفيديو جنوب خط الاستواء، يكون الصيف هناك عندما يكون الشتاء في نصف الكرة الشمالي والعكس بالعكس.,وبما أن مونتيفيديو تقع جنوب خط الاستواء، فإن فصل الصيف يكون هناك عندما يكون الشتاء في نصف الكرة الأرضية الشمالي والعكس صحيح.,نظرًا لأن مونتيفيديو تقع جنوب خط الاستواء، فإنه يكون صيفًا هناك عندما يكون شتاءً في نصف الكرة الشمالي، والعكس صحيح.,0.9351823329925537,0.9133381247520447,0.9241310954093933,0.8904481530189514,0.8651573061943054,0.8776205778121948
760,ومونتفيديو في المناطق شبه المدارية؛ وفي أشهر الصيف، تكون درجات الحرارة فوق +30 درجة مئوية شائعة.,تقع مونتفيديو في المناطق شبه الاستوائية؛ من الشائع أن تتعدى درجات الحرارة 30 درجة مئوية في أشهر الصيف.,مونتيفيديو تقع في المناطق شبه الاستوائية؛ في أشهر الصيف، من الشائع أن تكون درجات الحرارة فوق 30 درجة مئوية.,0.845115065574646,0.8237218856811523,0.834281325340271,0.8663640022277832,0.8458662033081055,0.8559923768043518
761,قد يكون الشتاء بارداً بشكل خادع: فنادراً ما تنخفض درجات الحرارة إلى ما دون درجة التجمد، ولكن الرياح والرطوبة تتلاقيان معاً لجعله يشعر بالبرد أكثر مما يقول ميزان الحرارة.,رُبما يكون الشتاء بارداً بشكل مخادع: نادراً ما تنخفض درجات الحرارة إلى ما دون درجة التجمد، لكن الرياح والرطوبة تجتمعان لتجعل الجو أكثر برودة مما يُشير مقياس الحرارة.,يمكن أن يكون الشتاء بارداً بشكل خادع: نادراً ما تنخفض درجات الحرارة عن الصفر، ولكن الرياح والرطوبة تتضافر لتجعل الشعور أكثر برودة مما تشير إليه ميزان الحرارة.,0.8856603503227234,0.8895247578620911,0.887588381767273,0.8650665283203125,0.8761922717094421,0.8705938458442688
